Drug	Sample	Efficacy	Measurement	Value
Omecamtiv mecarbil	ipNF95.6	NA	MAXR	125.7218579
PP-121	ipNF95.6	NA	MAXR	29.16148152
GSK-256066	ipNF95.6	NA	MAXR	110.2616037
CCT-128930	ipNF95.6	NA	MAXR	66.42357138
Fostamatinib disodium	ipNF95.6	NA	MAXR	30.06371481
BMS-378806	ipNF95.6	NA	MAXR	97.96568469
A-66	ipNF95.6	NA	MAXR	61.04605317
CAY10505	ipNF95.6	NA	MAXR	95.35022037
CHIR-124	ipNF95.6	NA	MAXR	3.63698193
CX-5461	ipNF95.6	NA	MAXR	95.6717362
LY-2608204	ipNF95.6	NA	MAXR	4.19980593
Dolutegravir	ipNF95.6	NA	MAXR	95.97460166
MP-10	ipNF95.6	NA	MAXR	95.43735367
Orteronel	ipNF95.6	NA	MAXR	100.7301593
R-547	ipNF95.6	NA	MAXR	76.06949992
SNX-2112	ipNF95.6	NA	MAXR	63.78551149
WAY-600	ipNF95.6	NA	MAXR	22.42843818
WYE-125132	ipNF95.6	NA	MAXR	46.04630649
WYE-687	ipNF95.6	NA	MAXR	27.80220053
Odanacatib	ipNF95.6	NA	MAXR	48.21578387
TWS-119	ipNF95.6	NA	MAXR	52.81811849
Dimethyl fumarate	ipNF95.6	NA	MAXR	58.33925515
SNX-5422	ipNF95.6	NA	MAXR	67.8131784
ADL-5859	ipNF95.6	NA	MAXR	100.0674644
PHA-665752	ipNF95.6	NA	MAXR	66.01307954
Geldanamycin	ipNF95.6	NA	MAXR	3.85645141
KX-01	ipNF95.6	NA	MAXR	66.79823582
TAK-901	ipNF95.6	NA	MAXR	4.11003318
CP-91149	ipNF95.6	NA	MAXR	76.96029536
GSK-1838705A	ipNF95.6	NA	MAXR	3.41535427
GSK-1070916A	ipNF95.6	NA	MAXR	22.72546987
PKI-402	ipNF95.6	NA	MAXR	52.2856701
CH-5132799	ipNF95.6	NA	MAXR	46.33143991
Nepicastat hydrochloride	ipNF95.6	NA	MAXR	64.95603242
PF-03814735	ipNF95.6	NA	MAXR	13.56481908
SCH-900776	ipNF95.6	NA	MAXR	46.91335966
INK-128	ipNF95.6	NA	MAXR	33.73455685
Linagliptin	ipNF95.6	NA	MAXR	99.6541983
Dinaciclib	ipNF95.6	NA	MAXR	42.76112387
MK-5108	ipNF95.6	NA	MAXR	92.53266036
Crenolanib	ipNF95.6	NA	MAXR	4.70200953
PF-04691502	ipNF95.6	NA	MAXR	36.34680558
10-Deacetylbaccatin	ipNF95.6	NA	MAXR	82.00897327
Cephalomannine	ipNF95.6	NA	MAXR	87.55713754
Geniposidic acid	ipNF95.6	NA	MAXR	96.32012506
Paeoniflorin	ipNF95.6	NA	MAXR	105.3463029
Scopine	ipNF95.6	NA	MAXR	59.71291113
Ginkgolide A	ipNF95.6	NA	MAXR	87.2812449
Lornoxicam	ipNF95.6	NA	MAXR	70.31167993
Pramiracetam hydrochloride	ipNF95.6	NA	MAXR	97.98943783
TAK-875	ipNF95.6	NA	MAXR	89.70243121
AMG-458	ipNF95.6	NA	MAXR	75.19803996
Anacetrapib	ipNF95.6	NA	MAXR	86.67364461
ARRY-380	ipNF95.6	NA	MAXR	70.04172714
Milciclib	ipNF95.6	NA	MAXR	19.63521663
AT-13387AU	ipNF95.6	NA	MAXR	55.64033044
AT-406	ipNF95.6	NA	MAXR	91.14680651
CCT-137690	ipNF95.6	NA	MAXR	3.57906713
CT-98014	ipNF95.6	NA	MAXR	38.98705457
Ganetespib	ipNF95.6	Toxic	MAXR	44.85342636
GW-788388	ipNF95.6	NA	MAXR	117.6110642
MK-8245	ipNF95.6	NA	MAXR	110.1065282
NVP-BGT226	ipNF95.6	NA	MAXR	3.08876806
PA-824	ipNF95.6	NA	MAXR	99.80945429
YM-201636	ipNF95.6	NA	MAXR	92.28801071
AG-1024	ipNF95.6	NA	MAXR	49.53935943
KW-2478	ipNF95.6	NA	MAXR	30.03336067
Tivantinib	ipNF95.6	NA	MAXR	88.35548683
BX-912	ipNF95.6	NA	MAXR	20.974569
CH-5424802	ipNF95.6	NA	MAXR	25.09481072
NVP-BVU-972	ipNF95.6	NA	MAXR	85.89611156
705498	ipNF95.6	NA	MAXR	93.93348764
Canagliflozin	ipNF95.6	NA	MAXR	85.27825703
CUDC-907	ipNF95.6	NA	MAXR	19.62904305
BMS-265246	ipNF95.6	NA	MAXR	56.91622945
MK-2048	ipNF95.6	NA	MAXR	98.24602013
MK-2461	ipNF95.6	NA	MAXR	89.50872113
PF-5274857	ipNF95.6	NA	MAXR	91.23546699
842166X	ipNF95.6	NA	MAXR	101.09276
AZD-2014	ipNF95.6	+	MAXR	54.7650897
TAK-285	ipNF95.6	NA	MAXR	77.51271193
A-803467	ipNF95.6	NA	MAXR	36.70471507
Laquinimod	ipNF95.6	NA	MAXR	70.81916954
INCB-28060	ipNF95.6	NA	MAXR	74.89387608
Torcetrapib	ipNF95.6	NA	MAXR	102.49247
Cabazitaxel	ipNF95.6	NA	MAXR	79.52135605
PMSF	ipNF95.6	NA	MAXR	83.0069019
VU0357121	ipNF95.6	NA	MAXR	99.87473432
Lonafarnib	ipNF95.6	NA	MAXR	68.34816772
Aloperine	ipNF95.6	NA	MAXR	97.2870587
20-hydroxyecdysone	ipNF95.6	NA	MAXR	97.67695442
Bindarit	ipNF95.6	NA	MAXR	105.4081608
Galeterone	ipNF95.6	NA	MAXR	83.25397389
Verteporfin	ipNF95.6	NA	MAXR	44.67846119
AZD-4547	ipNF95.6	NA	MAXR	54.78856925
GDC-0068	ipNF95.6	NA	MAXR	36.3325008
Azomycin	ipNF95.6	NA	MAXR	91.24627027
Dabrafenib	ipNF95.6	NA	MAXR	57.66828875
BYL-719	ipNF95.6	NA	MAXR	58.88585441
CP-673451	ipNF95.6	NA	MAXR	4.77014205
LY-2811376	ipNF95.6	NA	MAXR	90.85441034
Entecavir	ipNF95.6	NA	MAXR	93.31890064
GW-791343	ipNF95.6	NA	MAXR	57.34059391
ADX-47273	ipNF95.6	NA	MAXR	73.02223153
PHA-767491A	ipNF95.6	NA	MAXR	82.52183022
Varlitinib tosylate	ipNF95.6	NA	MAXR	84.02911068
ARN-509	ipNF95.6	NA	MAXR	18.11746382
Cyclocytidine HCl	ipNF95.6	NA	MAXR	82.78292646
Bacitracin Zinc	ipNF95.6	NA	MAXR	104.9866674
Mitiglinide calcium hydrate	ipNF95.6	NA	MAXR	108.3582933
Ambrisentan	ipNF95.6	NA	MAXR	89.53385124
Vinblastine	ipNF95.6	NA	MAXR	95.12992649
Hydroxocobalamin	ipNF95.6	NA	MAXR	79.21944728
Testosterone	ipNF95.6	NA	MAXR	68.72571934
Betanin	ipNF95.6	NA	MAXR	103.5560163
Cinchonine dihydrochloride	ipNF95.6	NA	MAXR	100.2071384
Testosterone cypionate	ipNF95.6	NA	MAXR	83.68337585
Genistin	ipNF95.6	NA	MAXR	49.77824533
Pregabalin	ipNF95.6	NA	MAXR	107.8668264
Retigabine	ipNF95.6	NA	MAXR	99.17569305
Tamsulosin hydrochloride	ipNF95.6	NA	MAXR	104.0451062
Travoprost	ipNF95.6	NA	MAXR	85.84834678
Givinostat hydrochloride	ipNF95.6	NA	MAXR	53.12661221
NCGC00346747-02	ipNF95.6	NA	MAXR	87.06156537
Glycyl-H-1152	ipNF95.6	NA	MAXR	84.05788096
NSC-87877	ipNF95.6	NA	MAXR	66.51252092
EO-1428	ipNF95.6	NA	MAXR	100.1822297
XRP-44X	ipNF95.6	NA	MAXR	93.42060873
Endoxifen	ipNF95.6	NA	MAXR	40.48584782
LRRK2-IN-1	ipNF95.6	NA	MAXR	68.77307815
GNF 2	ipNF95.6	NA	MAXR	127.4494462
Idronoxil	ipNF95.6	NA	MAXR	64.87674915
3-Bromopyruvate	ipNF95.6	NA	MAXR	105.2426062
10074-G5	ipNF95.6	NA	MAXR	114.0710585
HPI-1	ipNF95.6	NA	MAXR	70.91728331
7-Hydroxystaurosporine	ipNF95.6	NA	MAXR	4.51009697
Fotemustine	ipNF95.6	NA	MAXR	115.3271833
NSC-48006	ipNF95.6	NA	MAXR	89.56246309
Terameprocol	ipNF95.6	NA	MAXR	104.4565125
2-Iminobiotin	ipNF95.6	NA	MAXR	101.5781768
GSK-2334470	ipNF95.6	NA	MAXR	61.57352044
JZL-195	ipNF95.6	NA	MAXR	76.10815254
Secoisolariciresinol	ipNF95.6	NA	MAXR	50.52558526
4-Quinazolinamine	ipNF95.6	NA	MAXR	90.54074146
Tubacin	ipNF95.6	NA	MAXR	76.29272093
LY-411575	ipNF95.6	NA	MAXR	88.70908015
Indoximod	ipNF95.6	NA	MAXR	102.2029466
PD-134308	ipNF95.6	NA	MAXR	98.93679982
BMS-299897	ipNF95.6	NA	MAXR	86.24255
PX-12	ipNF95.6	NA	MAXR	34.51741168
Batimastat	ipNF95.6	NA	MAXR	93.89600954
SU-5402	ipNF95.6	NA	MAXR	98.5259214
PNU-74654	ipNF95.6	NA	MAXR	89.69063648
Indiplon	ipNF95.6	NA	MAXR	98.22475953
APR-246	ipNF95.6	NA	MAXR	77.59499448
AS-1949490	ipNF95.6	NA	MAXR	96.33248324
6-Bromoindirubin-3'-acetoxime	ipNF95.6	NA	MAXR	48.34018743
Eeyarestatin I	ipNF95.6	NA	MAXR	7.00880455
Sipatrigine	ipNF95.6	NA	MAXR	95.71108608
YK-4-279	ipNF95.6	NA	MAXR	86.51981078
TCN-201	ipNF95.6	NA	MAXR	109.1122052
UK-383367	ipNF95.6	NA	MAXR	88.53194049
PF-03716556	ipNF95.6	NA	MAXR	86.28045594
Banoxantrone	ipNF95.6	NA	MAXR	71.59481972
Pyroxamide	ipNF95.6	NA	MAXR	62.21572989
SL-0101-1	ipNF95.6	NA	MAXR	93.98523426
Valspodar	ipNF95.6	NA	MAXR	80.42724676
Amastatin	ipNF95.6	NA	MAXR	94.41817058
MCOPPB	ipNF95.6	NA	MAXR	5.1527489
Picoplatin	ipNF95.6	NA	MAXR	105.3422221
NVP-TAE226	ipNF95.6	NA	MAXR	47.06818145
SB-3CT	ipNF95.6	NA	MAXR	88.27557104
SU-6656	ipNF95.6	NA	MAXR	83.45055253
Sivelestat	ipNF95.6	NA	MAXR	88.77378912
CX-6258	ipNF95.6	NA	MAXR	3.73114659
GNF-5837	ipNF95.6	NA	MAXR	50.53243996
Ombrabulin	ipNF95.6	NA	MAXR	85.24290144
E5555	ipNF95.6	NA	MAXR	3.36592926
PF-8380	ipNF95.6	NA	MAXR	100.0622332
CGP-60474	ipNF95.6	NA	MAXR	78.44957379
ITK inhibitor	ipNF95.6	NA	MAXR	57.44762379
WHI-P97	ipNF95.6	NA	MAXR	68.90491749
GSK-923295	ipNF95.6	NA	MAXR	95.57561324
Y-39983	ipNF95.6	NA	MAXR	36.55830593
BAY61-3606	ipNF95.6	NA	MAXR	92.34917914
CDK9 inhibitor	ipNF95.6	NA	MAXR	82.78355415
PDK1 inhibitor	ipNF95.6	NA	MAXR	83.94764394
Oxamflatin	ipNF95.6	NA	MAXR	27.07331116
ICRF-193	ipNF95.6	NA	MAXR	108.3425994
NU-6102	ipNF95.6	NA	MAXR	53.8126369
Fascaplysin	ipNF95.6	NA	MAXR	3.7651919
Cdk4/6 Inhibitor IV	ipNF95.6	NA	MAXR	74.20234108
JNK Inhibitor V	ipNF95.6	NA	MAXR	36.47597261
TCS-2312	ipNF95.6	NA	MAXR	12.95678904
A-770041	ipNF95.6	NA	MAXR	5.28132735
HMSL10015	ipNF95.6	NA	MAXR	68.41584102
HMSL10016	ipNF95.6	NA	MAXR	50.75676289
HMSL10019	ipNF95.6	NA	MAXR	4.71856929
HMSL10038	ipNF95.6	NA	MAXR	47.9022834
HMSL10058	ipNF95.6	NA	MAXR	88.4198257
HMSL10076	ipNF95.6	NA	MAXR	40.50440124
HMSL10077	ipNF95.6	NA	MAXR	5.14171813
HMSL10083	ipNF95.6	NA	MAXR	8.38384115
HMSL10084	ipNF95.6	NA	MAXR	5.36249176
HMSL10087	ipNF95.6	NA	MAXR	67.12908488
HMSL10088	ipNF95.6	NA	MAXR	63.56883716
HMSL10089	ipNF95.6	NA	MAXR	79.63874282
JS-65-103	ipNF95.6	NA	MAXR	65.02296287
JS-59-4	ipNF95.6	NA	MAXR	77.41778126
YK-72	ipNF95.6	NA	MAXR	94.51122688
Double JS-K	ipNF95.6	NA	MAXR	77.57836669
PF-543	ipNF95.6	NA	MAXR	80.09672113
Purfalcamine	ipNF95.6	NA	MAXR	95.15872162
KUC110948N-02	ipNF95.6	NA	MAXR	94.71050404
KUC107871N-04	ipNF95.6	NA	MAXR	3.57998376
KUC107887N-03	ipNF95.6	NA	MAXR	112.3739731
KUC105555N-02	ipNF95.6	NA	MAXR	3.87488662
KUC111774N-03	ipNF95.6	NA	MAXR	92.94299896
KUC103669N-04	ipNF95.6	NA	MAXR	113.531787
VU0482089-2	ipNF95.6	NA	MAXR	7.21906063
PRP003-013	ipNF95.6	NA	MAXR	5.11136298
A-443654	ipNF95.6	NA	MAXR	4.21915667
AIM-100	ipNF95.6	NA	MAXR	97.80560517
IKK-2 Inhibitor VIII	ipNF95.6	NA	MAXR	47.47627307
VU0483486-1	ipNF95.6	NA	MAXR	86.72815182
VU0483487-1	ipNF95.6	NA	MAXR	89.00471149
VU0483488-1	ipNF95.6	NA	MAXR	73.59999822
XL-647	ipNF95.6	NA	MAXR	3.99163809
MI-2	ipNF95.6	NA	MAXR	101.7177151
GSK126	ipNF95.6	NA	MAXR	10.71326233
Englerin A	ipNF95.6	NA	MAXR	32.98077678
Ro 51	ipNF95.6	NA	MAXR	63.83856084
AZ 11645373	ipNF95.6	NA	MAXR	68.53818762
AZ 10606120	ipNF95.6	NA	MAXR	32.41304917
A 438079	ipNF95.6	NA	MAXR	106.9200652
A 804598	ipNF95.6	NA	MAXR	49.17571735
A 740003	ipNF95.6	NA	MAXR	100.5464325
A 839977	ipNF95.6	NA	MAXR	113.0743
CK59	ipNF95.6	NA	MAXR	55.96032621
AGI-5198	ipNF95.6	NA	MAXR	76.84079719
AGI-6780	ipNF95.6	NA	MAXR	93.48872908
Ak-7	ipNF95.6	NA	MAXR	92.46260966
AR7	ipNF95.6	NA	MAXR	100.3988407
BAF-312	ipNF95.6	NA	MAXR	106.23812
BAM7	ipNF95.6	NA	MAXR	51.68888763
Bioymifi	ipNF95.6	NA	MAXR	8.16314361
CASIN	ipNF95.6	NA	MAXR	80.09633881
Cilliobrevin D	ipNF95.6	NA	MAXR	102.0105535
GSK-J1	ipNF95.6	NA	MAXR	110.3132078
Hg-10-102-01	ipNF95.6	NA	MAXR	102.9738147
ID-8	ipNF95.6	NA	MAXR	79.40292563
IDH-C227	ipNF95.6	NA	MAXR	54.71890515
ITD-1	ipNF95.6	NA	MAXR	65.24056836
IWP-2	ipNF95.6	NA	MAXR	66.6102506
KY02111	ipNF95.6	NA	MAXR	86.78257082
LGK974	ipNF95.6	NA	MAXR	77.67726448
LSD1-C76	ipNF95.6	NA	MAXR	104.3281596
NSC319726	ipNF95.6	NA	MAXR	76.11894709
OAC1	ipNF95.6	NA	MAXR	28.80365948
SAG	ipNF95.6	NA	MAXR	5.25091059
SR1664	ipNF95.6	NA	MAXR	94.85688505
SR9011	ipNF95.6	NA	MAXR	90.51557913
UNC669	ipNF95.6	NA	MAXR	112.9456523
WS3	ipNF95.6	NA	MAXR	2.6014946
c-FMS inhibitor	ipNF95.6	NA	MAXR	69.76463759
Stelazine
trifluoperzine	HFF	NA	MAXR	114.03811799
Methscopolamine bromide	HFF	NA	MAXR	111.1289221
NSC-75503	HFF	NA	MAXR	102.96007296
Cyclobenzaprine hydrochloride	HFF	NA	MAXR	105.53569477
GANT61	HFF	NA	MAXR	101.12405856
Ansamitocin P3	HFF	NA	MAXR	98.92820367
Domperidone	HFF	NA	MAXR	103.59499892
HLI-373989	HFF	NA	MAXR	60.27397093
RG-108	HFF	NA	MAXR	109.22901269
Cucurbitacin I	HFF	NA	MAXR	34.9513374
Topotecan hydrochloride	HFF	NA	MAXR	86.11275615
Carboxyamidotriazole	HFF	NA	MAXR	106.80811017
Amoxapine	HFF	NA	MAXR	98.99237982
Atropine	HFF	NA	MAXR	101.20937435
INO-1001	HFF	NA	MAXR	115.46261732
Amantadine hydrochloride	HFF	NA	MAXR	113.78521096
Aminopterin	HFF	NA	MAXR	102.90281211
Apigenin	HFF	NA	MAXR	114.9485232
Tacrine hydrochloride	HFF	NA	MAXR	112.11191763
Azathioprine	HFF	NA	MAXR	96.34646542
Aciclovir	HFF	NA	MAXR	105.24829902
Aspirin	HFF	NA	MAXR	108.02750529
Arecoline	HFF	NA	MAXR	107.47960226
Acetylcysteine	HFF	NA	MAXR	98.59308648
Amiloride hydrochloride	HFF	NA	MAXR	108.81941897
Aminocaproic acid	HFF	NA	MAXR	103.40522146
Amiodarone	HFF	NA	MAXR	103.12513674
Altretamine	HFF	NA	MAXR	94.30184361
Aminoglutethimide	HFF	NA	MAXR	93.62839304
Aniracetam	HFF	NA	MAXR	99.18534263
Phenoxybenzamine hydrochloride	HFF	NA	MAXR	114.07438135
Bupropion hydrochloride	HFF	NA	MAXR	106.28339909
O6-Benzylguanine	HFF	NA	MAXR	102.99721097
Benzamil	HFF	NA	MAXR	110.48623571
Buthionine sulphoximine	HFF	NA	MAXR	105.6923497
Bumetanide	HFF	NA	MAXR	115.75801252
Betaine	HFF	NA	MAXR	109.32732376
Betaxolol hydrochloride	HFF	NA	MAXR	104.95777915
Benserazide	HFF	NA	MAXR	94.13408507
BRL-15572	HFF	NA	MAXR	116.12195955
Carbidopa	HFF	NA	MAXR	96.70120291
Chlormezanone	HFF	NA	MAXR	101.20048198
Chlorambucil	HFF	NA	MAXR	105.78954132
Carmustine	HFF	NA	MAXR	103.45916393
PK-11195	HFF	NA	MAXR	102.52916702
Cilostazol	HFF	NA	MAXR	106.98571153
Caffeine	HFF	NA	MAXR	103.70028835
Cyclophosphamide	HFF	NA	MAXR	106.01580369
Chelerythrine chloride	HFF	NA	MAXR	7.9968197
Mitotane	HFF	NA	MAXR	99.83497007
Calmidazolium chloride	HFF	NA	MAXR	99.05909022
Chlorothiazide	HFF	NA	MAXR	104.31019587
Bethanechol chloride	HFF	NA	MAXR	100.3865484
Clotrimazole	HFF	NA	MAXR	96.4233119
Cyproheptadine hydrochloride	HFF	NA	MAXR	99.23780089
Clozapine	HFF	NA	MAXR	99.35642195
Chloroquine (CQ)	HFF	NA	MAXR	100.60809556
Clofibrate	HFF	NA	MAXR	108.51785328
Clomipramine hydrochloride	HFF	NA	MAXR	84.53009598
Citalopram hydrobromide	HFF	NA	MAXR	93.73821328
Clonidine	HFF	NA	MAXR	112.88120577
Carisoprodol	HFF	NA	MAXR	106.41440599
Vanoxeamine	HFF	NA	MAXR	111.98494621
Eflornithine Hydrochloride	HFF	NA	MAXR	101.78172077
Dobutamine hydrochloride	HFF	NA	MAXR	102.31088765
Diltiazem hydrochloride	HFF	NA	MAXR	107.71526912
Diphenhydramine	HFF	NA	MAXR	108.29144581
Daphnetin	HFF	NA	MAXR	112.94375392
4',7-Dihydroxyisoflavanone	HFF	NA	MAXR	108.6527999
Dipyridamole	HFF	NA	MAXR	101.10788193
Propofol	HFF	NA	MAXR	118.20128215
Etodolac	HFF	NA	MAXR	103.51549212
Ethosuximide	HFF	NA	MAXR	104.78855454
Emodin	HFF	NA	MAXR	112.43069536
Felbamate	HFF	NA	MAXR	104.23314859
Fluphenazine hydrochloride	HFF	NA	MAXR	96.38021647
Fenofibrate	HFF	NA	MAXR	102.7042572
Flumazenil	HFF	NA	MAXR	101.33757155
Fluorouracil	HFF	NA	MAXR	95.75738138
Flecainide	HFF	NA	MAXR	111.27785897
Fenoldopam	HFF	NA	MAXR	105.81221016
Salirasib	HFF	NA	MAXR	71.3900271
Flupirtine maleate	HFF	NA	MAXR	103.94424393
Flutamide	HFF	NA	MAXR	114.86634655
Glipizide	HFF	NA	MAXR	93.2173654
GYKI-52466	HFF	NA	MAXR	110.3721261
Gabapentin	HFF	NA	MAXR	107.53896574
Ganciclovir	HFF	NA	MAXR	78.21118477
GW-5074	HFF	NA	MAXR	116.9431462
Genistein	HFF	NA	MAXR	103.87490429
GW-7647	HFF	NA	MAXR	103.51279906
Gallamine triethiodide	HFF	NA	MAXR	93.33706381
GBR-12935	HFF	NA	MAXR	91.55183745
Haloperidol	HFF	NA	MAXR	111.11271097
Hydralazine hydrochloride	HFF	NA	MAXR	111.73929753
Hydrochlorothiazide	HFF	NA	MAXR	107.66157621
Histamine dihydrochloride	HFF	NA	MAXR	108.97279198
Dopamine HCl	HFF	NA	MAXR	109.35301599
Hydroxyurea	HFF	NA	MAXR	73.14015612
Ibuprofen lysine	HFF	NA	MAXR	102.41634786
Isoprenaline hydrochloride	HFF	NA	MAXR	106.39171191
Indomethacin	HFF	NA	MAXR	106.38692078
Ketoprofen	HFF	NA	MAXR	95.43764577
Ketotifen	HFF	-	MAXR	107.52263517
Linopirdine	HFF	NA	MAXR	101.10204256
beta-Lapachone	HFF	NA	MAXR	100.29629505
LY310762	HFF	NA	MAXR	101.04395099
Lomefloxacin hydrochloride	HFF	NA	MAXR	103.23909201
Lamotrigine	HFF	NA	MAXR	108.88286587
Loperamide hydrochloride	HFF	NA	MAXR	99.74446294
Lonidamine	HFF	NA	MAXR	88.38387868
Leflunomide	HFF	NA	MAXR	97.44293087
Lansoprazole	HFF	NA	MAXR	105.33671143
Loratadine	HFF	NA	MAXR	109.31448353
LY-294002	HFF	NA	MAXR	80.11688585
Fomepizole	HFF	NA	MAXR	113.95298235
Nocodazole	HFF	NA	MAXR	110.79676665
Moxonidine hydrochloride hydrate	HFF	NA	MAXR	102.70172533
Mianserin hydrochloride	HFF	NA	MAXR	96.58931163
Morin hydrate	HFF	NA	MAXR	104.0393714
Minoxidil	HFF	NA	MAXR	105.55905204
Milrinone	HFF	NA	MAXR	107.33361349
Melatonin	HFF	NA	MAXR	106.03003293
MPEP	HFF	NA	MAXR	97.51916599
Mitoxantrone	HFF	NA	MAXR	23.09579494
Myricetin	HFF	NA	MAXR	100.11350041
Memantine hydrochloride	HFF	NA	MAXR	95.12722898
Maprotiline hydrochloride	HFF	NA	MAXR	91.37111029
Naftopidil	HFF	NA	MAXR	105.94454889
Niflumic acid	HFF	NA	MAXR	110.11954954
Nimesulide	HFF	NA	MAXR	105.77295391
Niclosamide	HFF	NA	MAXR	42.12265788
Nilutamide	HFF	NA	MAXR	93.07932608
Oxymetazoline hydrochloride	HFF	NA	MAXR	105.77992887
Oxybutynin chloride	HFF	NA	MAXR	111.21885626
Orphenadrine hydrochloride	HFF	NA	MAXR	109.28181566
Ofloxacin	HFF	NA	MAXR	104.89975902
Progesterone	HFF	NA	MAXR	115.17068323
PD-098059	HFF	NA	MAXR	98.60398386
Papaverine hydrochloride	HFF	NA	MAXR	100.88792818
Praziquantel	HFF	NA	MAXR	112.61911215
Propafenone	HFF	NA	MAXR	99.21092413
Piroxicam	HFF	NA	MAXR	105.53321363
Phenelzine	HFF	NA	MAXR	104.35315839
Pyrazinamide	HFF	NA	MAXR	107.35232087
Primidone	HFF	NA	MAXR	119.64868999
Phloretin	HFF	NA	MAXR	110.13253639
Tranylcypromine	HFF	NA	MAXR	99.54260572
Prochlorperazine	HFF	NA	MAXR	101.51798998
Quercetine	HFF	NA	MAXR	124.63732051
Quinidine	HFF	NA	MAXR	103.80988168
Riluzole	HFF	NA	MAXR	105.08628496
Risperidone???	HFF	NA	MAXR	105.06880217
Rilmenidine	HFF	NA	MAXR	101.11195653
Ritodrine hydrochloride	HFF	NA	MAXR	107.66640503
Reserpine	HFF	NA	MAXR	106.83392009
Raloxifene hydrochloride	HFF	NA	MAXR	101.08137579
Rutaecarpine	HFF	NA	MAXR	105.3316245
Ranolazine	HFF	NA	MAXR	104.41774171
Rolipram	HFF	NA	MAXR	106.34856646
SB-206553	HFF	NA	MAXR	105.63394027
SB-224289	HFF	NA	MAXR	105.61657632
Sotalol	HFF	NA	MAXR	104.4756332
Synephrine	HFF	NA	MAXR	109.91449064
Sulfaphenazole	HFF	NA	MAXR	111.16115147
Spermidine	HFF	NA	MAXR	112.93224837
SB-415286	HFF	NA	MAXR	103.12770946
Salbutamol sulfate	HFF	NA	MAXR	107.53565817
SP-600125	HFF	NA	MAXR	87.39144844
SB-202190	HFF	NA	MAXR	124.0506852
Levosulpiride	HFF	NA	MAXR	111.67251028
Sulindac	HFF	NA	MAXR	109.29082462
SK&F-89976A	HFF	NA	MAXR	108.87321165
Thalidomide	HFF	NA	MAXR	100.14410684
Taurine	HFF	NA	MAXR	96.75328274
Disulfiram	HFF	NA	MAXR	101.74746797
Tyrphostin B42	HFF	NA	MAXR	104.50545357
AG-1478	HFF	NA	MAXR	93.9377467
Theobromine	HFF	NA	MAXR	94.41311692
Taxifolin	HFF	NA	MAXR	120.81040611
Terazosin hydrochloride	HFF	NA	MAXR	104.11141326
Trazodone hydrochloride	HFF	NA	MAXR	112.5435779
Verapamil	HFF	NA	MAXR	92.88504228
WAY-100635	HFF	NA	MAXR	104.0497195
Xylometazoline hydrochloride	HFF	NA	MAXR	109.59807447
Lificiguat	HFF	NA	MAXR	107.13809646
WIN-55212-2	HFF	NA	MAXR	81.14281556
Propylthiouracil	HFF	NA	MAXR	102.84567855
Furosemide	HFF	NA	MAXR	89.9479596
Isoniazid	HFF	NA	MAXR	111.97086695
Scopolamine	HFF	NA	MAXR	113.0732894
Chlorhexidine	HFF	NA	MAXR	99.59558058
Pyrimethamine	HFF	NA	MAXR	103.65166231
Menadione	HFF	NA	MAXR	108.50812881
Niacin	HFF	NA	MAXR	100.16782757
Levodopa	HFF	NA	MAXR	111.73882444
Sulfanilamide	HFF	NA	MAXR	105.22509238
Silver sulfadiazine	HFF	NA	MAXR	116.43054464
D-Cycloserine	HFF	NA	MAXR	112.98786761
Phentolamine mesilate	HFF	NA	MAXR	108.63710584
Riboflavin	HFF	NA	MAXR	103.80806881
4-methylumbelliferone	HFF	NA	MAXR	97.47239384
Monobenzone	HFF	NA	MAXR	103.15769632
Acetaminophen	HFF	NA	MAXR	107.2640248
Chlorphenamine maleate	HFF	NA	MAXR	102.9132034
Diclofenamide	HFF	NA	MAXR	106.65838556
Sulphadimethoxine	HFF	NA	MAXR	107.92451228
Sulfafurazole	HFF	NA	MAXR	111.81296084
Noscapine	HFF	NA	MAXR	103.94173673
Sulfamethizole	HFF	NA	MAXR	107.41496259
Sulfapyridine	HFF	NA	MAXR	107.0236955
Thiabendazole	HFF	NA	MAXR	111.97276483
Methoxsalen	HFF	NA	MAXR	97.51515511
(-)-Gossypol	HFF	NA	MAXR	81.4972426
Procarbazine hydrochloride	HFF	NA	MAXR	114.59717296
Metronidazole	HFF	NA	MAXR	111.69882329
Proscillaridin	HFF	NA	MAXR	36.46219834
5,7-Dihydroxyflavone	HFF	NA	MAXR	122.05245079
Naringenin	HFF	NA	MAXR	107.77016258
Cytisine	HFF	NA	MAXR	107.13327252
Luteolin	HFF	NA	MAXR	109.74832295
Kaempferol	HFF	NA	MAXR	127.33333538
Kinetin	HFF	NA	MAXR	100.59809102
Ethionamide	HFF	NA	MAXR	112.52974932
Berberine	HFF	NA	MAXR	92.74260554
Sulfameter	HFF	NA	MAXR	112.3560135
Sulfamethoxazole	HFF	NA	MAXR	112.5867399
Phenformin hydrochloride	HFF	NA	MAXR	101.68858721
7-Aminocephalosporanic acid	HFF	NA	MAXR	112.80931232
Metformin HCl	HFF	NA	MAXR	108.35781532
Tranexamic acid	HFF	NA	MAXR	103.83050498
Flucytosine	HFF	NA	MAXR	100.4855867
Tolnaftate	HFF	NA	MAXR	115.4471331
Bufexamac	HFF	NA	MAXR	106.03918971
Sulfadoxine	HFF	NA	MAXR	114.31688615
